Table	Namespace		Field	Namespace	Key	Type	Calculated	Default Value	Related Table	Related Namespace	Corresponding Field	Corresponding Namespace	Record Deleted	Record Table	Record Field
UserImportStagingTable	PSTools		Pager	PSTools	N	String	Input						Delete record	Y	Y
UserImportStagingTable	PSTools		Phone	PSTools	N	String	Input						Delete record	Y	Y
UserImportStagingTable	PSTools		Title	PSTools	N	String	Input						Delete record	Y	Y
UserImportStagingTable	PSTools		UserGroups	PSTools	N	String	Input						Delete record	Y	Y
UserImportStagingTable	PSTools		UserName	PSTools	N	String	Input						Delete record	Y	Y
AsyncMappingTable	PSToolsCandidate		DestinationAttribute	PSToolsCandidate	N	String	Input						Delete record	Y	Y
AsyncMappingTable	PSToolsCandidate		SourceAttribute	PSToolsCandidate	N	String	Input						Delete record	Y	Y
AsyncMappingTable	PSToolsCandidate		SourceEndpoint	PSToolsCandidate	N	String	Input						Delete record	Y	Y
AsyncMappingTable	PSToolsCandidate		SourceSystem	PSToolsCandidate	N	String	Input						Delete record	Y	Y
AsyncStagingTable	PSToolsCandidate		Attribute1	PSToolsCandidate	N	String	Input						Delete record	Y	Y
AsyncStagingTable	PSToolsCandidate		Attribute2	PSToolsCandidate	N	String	Input						Delete record	Y	Y
AsyncStagingTable	PSToolsCandidate		Attribute3	PSToolsCandidate	N	String	Input						Delete record	Y	Y
AsyncStagingTable	PSToolsCandidate		Attribute4	PSToolsCandidate	N	String	Input						Delete record	Y	Y
AsyncStagingTable	PSToolsCandidate		Attribute5	PSToolsCandidate	N	String	Input						Delete record	Y	Y
AsyncStagingTable	PSToolsCandidate		CreationDateTime	PSToolsCandidate	N	DateTime	Input						Delete record	Y	Y
AsyncStagingTable	PSToolsCandidate		MessageID	PSToolsCandidate	N	String	Input						Delete record	Y	Y
AsyncStagingTable	PSToolsCandidate		Payload	PSToolsCandidate	N	String	Input						Delete record	Y	Y
AsyncStagingTable	PSToolsCandidate		SourceEndpoint	PSToolsCandidate	N	String	Input						Delete record	Y	Y
AsyncStagingTable	PSToolsCandidate		SourceSystem	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupMembersImportStagingTable	PSToolsCandidate		GroupName	PSToolsCandidate	Y	Reference	Input		GroupMetaImportStagingTable	PSToolsCandidate	Members	PSToolsCandidate	Delete record	Y	Y
GroupMembersImportStagingTable	PSToolsCandidate		Operation	PSToolsCandidate	Y	String	Input	'Add'					Delete record	Y	Y
GroupMembersImportStagingTable	PSToolsCandidate		UserName	PSToolsCandidate	Y	String	Input						Delete record	Y	Y
GroupMembersImportStagingTable	PSToolsCandidate		NotificationBody	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupMembersImportStagingTable	PSToolsCandidate		NotificationSubject	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupMembersImportStagingTable	PSToolsCandidate		Notify	PSToolsCandidate	N	Enum	Input	'N'	Bool	System			Delete record	Y	Y
GroupMembersImportStagingTable	PSToolsCandidate		Status	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupMetaImportStagingTable	PSToolsCandidate		Name	PSToolsCandidate	Y	String	Input						Delete record	Y	Y
GroupMetaImportStagingTable	PSToolsCandidate		Description	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupMetaImportStagingTable	PSToolsCandidate		Operation	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupMetaImportStagingTable	PSToolsCandidate		Owner	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupMetaImportStagingTable	PSToolsCandidate		Status	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupPermissionsImportStagingTable	PSToolsCandidate		Permission	PSToolsCandidate	Y	String	Input						Delete record	Y	Y
GroupPermissionsImportStagingTable	PSToolsCandidate		Access	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupPermissionsImportStagingTable	PSToolsCandidate		GroupName	PSToolsCandidate	N	Reference	Input		GroupMetaImportStagingTable	PSToolsCandidate	GroupPermissions	PSToolsCandidate	Delete record	Y	Y
GroupPermissionsImportStagingTable	PSToolsCandidate		Status	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupProfileImportStagingTable	PSToolsCandidate		DataValue	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupProfileImportStagingTable	PSToolsCandidate		GroupName	PSToolsCandidate	N	Reference	Input		GroupMetaImportStagingTable	PSToolsCandidate	Profiles	PSToolsCandidate	Delete record	Y	Y
GroupProfileImportStagingTable	PSToolsCandidate		Status	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupProfileImportStagingTable	PSToolsCandidate		VariableName	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupResourcesImportStagingTable	PSToolsCandidate		ID	PSToolsCandidate	Y	String	Input						Delete record	Y	Y
GroupResourcesImportStagingTable	PSToolsCandidate		Resource	PSToolsCandidate	Y	String	Input						Delete record	Y	Y
GroupResourcesImportStagingTable	PSToolsCandidate		AccessType	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupResourcesImportStagingTable	PSToolsCandidate		GroupName	PSToolsCandidate	N	Reference	Input		GroupMetaImportStagingTable	PSToolsCandidate	Resources	PSToolsCandidate	Delete record	Y	Y
GroupResourcesImportStagingTable	PSToolsCandidate		Operation	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupResourcesImportStagingTable	PSToolsCandidate		ResourceType	PSToolsCandidate	N	String	Input						Delete record	Y	Y
GroupResourcesImportStagingTable	PSToolsCandidate		Status	PSToolsCandidate	N	String	Input						Delete record	Y	Y
UserGroupsImportStagingTable	PSToolsCandidate		GroupName	PSToolsCandidate	Y	String	Input						Delete record	Y	Y
UserGroupsImportStagingTable	PSToolsCandidate		UserID	PSToolsCandidate	Y	Reference	Input		UserMetaImportStagingTable	PSToolsCandidate	Groups	PSToolsCandidate	Delete record	Y	Y
UserGroupsImportStagingTable	PSToolsCandidate		Operation	PSToolsCandidate	N	String	Input						Delete record	Y	Y
UserGroupsImportStagingTable	PSToolsCandidate		Status	PSToolsCandidate	N	String	Input						Delete record	Y	Y
UserMetaImportStagingTable	PSToolsCandidate		UserID	PSToolsCandidate	Y	String	Input						Delete record	Y	Y
UserMetaImportStagingTable	PSToolsCandidate		Operation	PSToolsCandidate	N	String	Input						Delete record	Y	Y
UserMetaImportStagingTable	PSToolsCandidate		Status	PSToolsCandidate	N	String	Input						Delete record	Y	Y
UserProfileImportStagingTable	PSToolsCandidate		UserID	PSToolsCandidate	Y	Reference	Input		UserMetaImportStagingTable	PSToolsCandidate	Profile	PSToolsCandidate	Delete record	Y	Y
UserProfileImportStagingTable	PSToolsCandidate		Email	PSToolsCandidate	N	String	Input						Delete record	Y	Y
UserProfileImportStagingTable	PSToolsCandidate		isAccountDisabled	PSToolsCandidate	N	Enum	Input	'N'	Bool	System			Delete record	Y	Y
UserProfileImportStagingTable	PSToolsCandidate		isSSOOnly	PSToolsCandidate	N	Enum	Input	'N'	Bool	System			Delete record	Y	Y
UserProfileImportStagingTable	PSToolsCandidate		Name	PSToolsCandidate	N	String	Input						Delete record	Y	Y
UserProfileImportStagingTable	PSToolsCandidate		Password	PSToolsCandidate	N	String	Input						Delete record	Y	Y
UserProfileImportStagingTable	PSToolsCandidate		Status	PSToolsCandidate	N	String	Input						Delete record	Y	Y
UserProfileImportStagingTable	PSToolsCandidate		userLicenseType	PSToolsCandidate	N	String	Input						Delete record	Y	Y
Class	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
Class	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
ConstraintMetric	Solutions		AsOf	Solutions	Y	Reference	Input		MetricAsOf	Solutions	ConstraintMetrics	Solutions	Delete record	Y	Y
ConstraintMetric	Solutions		Constraint	Solutions	Y	Reference	Input		Constraint	Mfg	ConstraintMetrics	Solutions	Delete record	Y	Y
ConstraintMetric	Solutions		Metric	Solutions	Y	Reference	Input		Metric	Solutions	ConstraintMetrics	Solutions	Delete record	Y	Y
ConstraintMetricValues	Solutions		ConstraintMetric	Solutions	Y	Reference	Input		ConstraintMetric	Solutions	ConstraintMetricValues	Solutions	Delete record	Y	Y
ConstraintMetricValues	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
ConstraintMetricValues	Solutions		Quantity	Solutions	N	Quantity	Input						Delete record	Y	Y
ConstraintMetricValues	Solutions		Value	Solutions	N	Money	Input						Delete record	Y	Y
Country	Solutions		Id	Solutions	Y	String	Input						Delete record	Y	Y
Country	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
DemandSegment	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
DemandSegment	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
DemandSensingAIPForecast	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
DemandSensingAIPForecast	Solutions		ForecastItem	Solutions	Y	Reference	Input		DemandSensingForecastItem	Solutions	DemandSensingAIPForecasts	Solutions	Delete record	Y	Y
DemandSensingAIPForecast	Solutions		BaselineDemand	Solutions	N	Quantity	Input	0					Delete record	Y	Y
DemandSensingAIPForecast	Solutions		Confidence	Solutions	N	Quantity	Input						Delete record	Y	Y
DemandSensingAIPForecast	Solutions		SensedDemand	Solutions	N	Quantity	Input	0					Delete record	Y	Y
DemandSensingConfiguration	Solutions		ConfidenceThreshold	Solutions	N	Quantity	Input	0					Delete record	Y	Y
DemandSensingConfiguration	Solutions		ConsensusForecastSpreadingMonthToWeek	Solutions	N	Reference	Input		HistoricalDemandCategory	Mfg	DemandSensingConfigurationSpreadingCategories	Solutions	Retain record, field = Null	Y	Y
DemandSensingConfiguration	Solutions		DemandSensingBaselineCategory	Solutions	N	Reference	Input		HistoricalDemandCategory	Mfg	DemandSensingBaselineConfigurations	Solutions	Retain record, field = Null	Y	Y
DemandSensingConfiguration	Solutions		DemandSensingCalendar	Solutions	N	Reference	Input		Calendar	Core	DemandSensingConfigurations	Solutions	Retain record, field = Null	Y	Y
DemandSensingConfiguration	Solutions		DemandSensingCategory	Solutions	N	Reference	Input		HistoricalDemandCategory	Mfg	DemandSensingConfigurations	Solutions	Retain record, field = Null	Y	Y
DemandSensingConfiguration	Solutions		DemandSensingHorizon	Solutions	N	Integer	Input						Delete record	Y	Y
DemandSensingConfiguration	Solutions		ErrorMeasurement	Solutions	N	Enum	Input		ErrorType	Solutions			Delete record	Y	Y
DemandSensingConfiguration	Solutions		ForecastComparisonLag	Solutions	N	Integer	Input						Delete record	Y	Y
DemandSensingConfiguration	Solutions		ForecastOverrideCategory	Solutions	N	Reference	Input		HistoricalDemandCategory	Mfg	DemandSensingConfigurationOverrides	Solutions	Retain record, field = Null	Y	Y
DemandSensingExplanationCategory	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
DemandSensingExplanationCategory	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
DemandSensingFitOutput	Solutions		PartCustomer	Solutions	Y	Reference	Input		PartCustomer	Mfg	DemandSensingFitOutputs	Solutions	Delete record	Y	Y
DemandSensingFitOutput	Solutions		ValueName	Solutions	Y	String	Input						Delete record	Y	Y
DemandSensingFitOutput	Solutions		Class	Solutions	N	String	Input						Delete record	Y	Y
DemandSensingFitOutput	Solutions		ValueDate	Solutions	N	Date	Input						Delete record	Y	Y
DemandSensingFitOutput	Solutions		ValueQuantity	Solutions	N	Quantity	Input	0					Delete record	Y	Y
DemandSensingFitOutput	Solutions		ValueText	Solutions	N	String	Input						Delete record	Y	Y
DemandSensingFitOutput	Solutions		ValueType	Solutions	N	Enum	Input		DemandSensingFitOutputValueType	Solutions			Delete record	Y	Y
DemandSensingForecast	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
DemandSensingForecast	Solutions		PartCustomer	Solutions	Y	Reference	Input		PartCustomer	Mfg	DemandSensingForecasts	Solutions	Delete record	Y	Y
DemandSensingForecast	Solutions		LowerBound	Solutions	N	Quantity	Input	0					Delete record	Y	Y
DemandSensingForecast	Solutions		Quantity	Solutions	N	Quantity	Input	0					Delete record	Y	Y
DemandSensingForecast	Solutions		UpperBound	Solutions	N	Quantity	Input	0					Delete record	Y	Y
DemandSensingForecastExplanation	Solutions		Category	Solutions	Y	Reference	Input		DemandSensingExplanationCategory	Solutions	DemandSensingForecastExplanations	Solutions	Delete record	Y	Y
DemandSensingForecastExplanation	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
DemandSensingForecastExplanation	Solutions		ForecastItem	Solutions	Y	Reference	Input		DemandSensingForecastItem	Solutions	DemandSensingForecastExplanations	Solutions	Delete record	Y	Y
DemandSensingForecastExplanation	Solutions		Quantity	Solutions	N	Quantity	Input	0					Delete record	Y	Y
DemandSensingForecastExplanation	Solutions		Segment	Solutions	N	String	Input						Delete record	Y	Y
DemandSensingForecastInsight	Solutions		Category	Solutions	Y	String	Input						Delete record	Y	Y
DemandSensingForecastInsight	Solutions		DemandSensingForecast	Solutions	Y	Reference	Input		DemandSensingForecast	Solutions	DemandSensingForecastInsights	Solutions	Delete record	Y	Y
DemandSensingForecastInsight	Solutions		Quantity	Solutions	N	Quantity	Input	0					Delete record	Y	Y
DemandSensingForecastItem	Solutions		Path	Solutions	Y	String	Input						Delete record	Y	Y
DemandSensingForecastItem	Solutions		ConfidenceCalculationMode	Solutions	N	Enum	Input		ConfidenceMode	Solutions			Delete record	Y	Y
DemandSensingForecastItem	Solutions		ConfidenceThreshold	Solutions	N	Quantity	Input						Delete record	Y	Y
DemandSensingForecastItem	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
DemandSensingForecastItem	Solutions		IsHighValue	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
DemandSensingForecastItem	Solutions		MLForecastRequest	Solutions	N	Enum	Input		MLForecastRequest	Solutions			Delete record	Y	Y
DemandSensingForecastItemInsight	Solutions		DriverType	Solutions	Y	Reference	Input		ExplainabilityDriverType	Solutions	DemandSensingForecastItemInsights	Solutions	Delete record	Y	Y
DemandSensingForecastItemInsight	Solutions		ForecastItem	Solutions	Y	Reference	Input		DemandSensingForecastItem	Solutions	DemandSensingForecastItemInsights	Solutions	Delete record	Y	Y
DemandSensingForecastItemInsight	Solutions		DriverQuantity	Solutions	N	Quantity	Input	0					Delete record	Y	Y
DemandSensingLifeCycle	Solutions		ForecastItem	Solutions	Y	Reference	Input		DemandSensingForecastItem	Solutions	DeamndSensingLifeCycleForecastItems	Solutions	Delete record	Y	Y
DemandSensingLifeCycle	Solutions		State	Solutions	Y	Enum	Input		LifeCycle	Solutions			Delete record	Y	Y
DemandSensingLifeCycle	Solutions		ActivationDate	Solutions	N	Date	Input						Delete record	Y	Y
DemandSensingLifeCycle	Solutions		DeactivationDate	Solutions	N	Date	Input						Delete record	Y	Y
DemandSensingLifeCycle	Solutions		FromForecastItem	Solutions	N	Reference	Input		DemandSensingForecastItem	Solutions	DemandSensingLifeCycleFromForecastItems	Solutions	Retain record, field = Null	Y	Y
DemandSensingLifeCycle	Solutions		RateOfSale	Solutions	N	Quantity	Input	0					Delete record	Y	Y
DemandSensingNPIReference	Solutions		DemandSensingLifeCycle	Solutions	Y	Reference	Input		DemandSensingLifeCycle	Solutions	DemandSensingNPIReferences	Solutions	Delete record	Y	Y
DemandSensingNPIReference	Solutions		IsLikeForecastItem	Solutions	Y	Reference	Input		DemandSensingForecastItem	Solutions	DemandSensingNPIReferences	Solutions	Delete record	Y	Y
DemandSensingNPIReference	Solutions		RateOfSale	Solutions	N	Quantity	Input	0					Delete record	Y	Y
DemandTypeGroup	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
DemandTypeGroup	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
DRPConfiguration	Solutions		Calendar	Solutions	N	Reference	Input		Calendar	Core	DRPHorizonCalendars	Solutions	Retain record, field = Null	Y	Y
DRPConfiguration	Solutions		DRPFrozenWindow	Solutions	N	Integer	Input						Delete record	Y	Y
DRPConfiguration	Solutions		DRPHorizon	Solutions	N	Integer	Input						Delete record	Y	Y
DRPConfiguration	Solutions		NewTransferType	Solutions	N	Reference	Input		InventoryTransferType	Mfg	DRPConfigurations	Solutions	Retain record, field = Null	Y	Y
DRPConfiguration	Solutions		PlanningHorizon	Solutions	N	Integer	Input						Delete record	Y	Y
DRPConfiguration	Solutions		SRIntransitStatus	Solutions	N	Reference	Input		SupplyStatus	Mfg	DRPConfigurations	Solutions	Retain record, field = Null	Y	Y
ExplainabilityDataType	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
ExplainabilityDataType	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
ExplainabilityDriver	Solutions		Driver	Solutions	Y	Reference	Input		ExplainabilityDriverDetail	Solutions	ExplainabilityDrivers	Solutions	Delete record	Y	Y
ExplainabilityDriver	Solutions		ForecastItem	Solutions	Y	Reference	Input		DemandSensingForecastItem	Solutions	ExplainabilityDrivers	Solutions	Delete record	Y	Y
ExplainabilityDriverDetail	Solutions		Id	Solutions	Y	String	Input						Delete record	Y	Y
ExplainabilityDriverDetail	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
ExplainabilityDriverDetail	Solutions		DriverQuantity	Solutions	N	Quantity	Input	0					Delete record	Y	Y
ExplainabilityDriverDetail	Solutions		DriverString	Solutions	N	String	Input						Delete record	Y	Y
ExplainabilityDriverDetail	Solutions		DriverValue	Solutions	N	Money	Input						Delete record	Y	Y
ExplainabilityDriverDetail	Solutions		EndDate	Solutions	N	Date	Input						Delete record	Y	Y
ExplainabilityDriverDetail	Solutions		Name	Solutions	N	String	Input						Delete record	Y	Y
ExplainabilityDriverDetail	Solutions		StartDate	Solutions	N	Date	Input						Delete record	Y	Y
ExplainabilityDriverDetail	Solutions		Status	Solutions	N	Reference	Input		ExplainabilityStatus	Solutions	ExplainabilityDriverDetails	Solutions	Retain record, field = Null	Y	Y
ExplainabilityDriverDetail	Solutions		SubType	Solutions	N	Reference	Input		ExplainabilityDriverSubType	Solutions	ExplainabilityDriverDetails	Solutions	Retain record, field = Null	Y	Y
ExplainabilityDriverDetail	Solutions		Type	Solutions	N	Reference	Input		ExplainabilityDriverType	Solutions	ExplainabilityDriverDetails	Solutions	Retain record, field = Null	Y	Y
ExplainabilityDriverOverlay	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
ExplainabilityDriverOverlay	Solutions		ForecastItem	Solutions	Y	Reference	Input		DemandSensingForecastItem	Solutions	ExplainabilityDriverOverlays	Solutions	Delete record	Y	Y
ExplainabilityDriverOverlay	Solutions		OrderQuantity	Solutions	N	Quantity	Input	0					Delete record	Y	Y
ExplainabilityDriverOverlay	Solutions		ShipQuantity	Solutions	N	Quantity	Input	0					Delete record	Y	Y
ExplainabilityDriverOverlay	Solutions		Transition	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
ExplainabilityDriverOverlay	Solutions		UniqueFlagGlobal	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
ExplainabilityDriverSubType	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
ExplainabilityDriverSubType	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
ExplainabilityDriverType	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
ExplainabilityDriverType	Solutions		DataType	Solutions	N	Reference	Input		ExplainabilityDataType	Solutions	ExplainabilityDriverTypes	Solutions	Retain record, field = Null	Y	Y
ExplainabilityDriverType	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
ExplainabilityDriverType	Solutions		IncludeForDisplay	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
ExplainabilityHistoricalDriverContribution	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
ExplainabilityHistoricalDriverContribution	Solutions		DriverType	Solutions	Y	Reference	Input		ExplainabilityDriverType	Solutions	ExplainabilityHistoricalDriverContributions	Solutions	Delete record	Y	Y
ExplainabilityHistoricalDriverContribution	Solutions		ForecastItem	Solutions	Y	Reference	Input		DemandSensingForecastItem	Solutions	ExplainabilityHistoricalDriverContributions	Solutions	Delete record	Y	Y
ExplainabilityHistoricalDriverContribution	Solutions		ContributionUnits	Solutions	N	Quantity	Input	0					Delete record	Y	Y
ExplainabilityHistoricalDriverContribution	Solutions		UniqueFlagGlobal	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
ExplainabilityLocalMetric	Solutions		Date	Solutions	Y	Date	Input						Delete record	Y	Y
ExplainabilityLocalMetric	Solutions		DriverType	Solutions	Y	Reference	Input		ExplainabilityDriverType	Solutions	ExplainabilityLocalMetrics	Solutions	Delete record	Y	Y
ExplainabilityLocalMetric	Solutions		ForecastItem	Solutions	Y	Reference	Input		DemandSensingForecastItem	Solutions	ExplainabilityLocalMetrics	Solutions	Delete record	Y	Y
ExplainabilityLocalMetric	Solutions		MetricType	Solutions	Y	Reference	Input		ExplainabilityMetricType	Solutions	ExplainabilityLocalMetrics	Solutions	Delete record	Y	Y
ExplainabilityLocalMetric	Solutions		MetricQuantity	Solutions	N	Quantity	Input	0					Delete record	Y	Y
ExplainabilityLocalMetric	Solutions		MetricString	Solutions	N	String	Input						Delete record	Y	Y
ExplainabilityLocalMetric	Solutions		MetricValue	Solutions	N	Money	Input						Delete record	Y	Y
ExplainabilityLocalMetric	Solutions		UniqueFlagGlobal	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
ExplainabilityMetricType	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
ExplainabilityMetricType	Solutions		DataType	Solutions	N	Reference	Input		ExplainabilityDataType	Solutions	ExplainabilityMetricTypes	Solutions	Retain record, field = Null	Y	Y
ExplainabilityMetricType	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
ExplainabilityMetricType	Solutions		IncludeForDisplay	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
ExplainabilityStatus	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
ExplainabilityStatus	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
HistoricalDemandOrder	Solutions		Id	Solutions	Y	String	Input						Delete record	Y	Y
HistoricalDemandOrder	Solutions		Site	Solutions	Y	Reference	Input		Site	Core	HistoricalDemandOrders	Solutions	Delete record	Y	Y
HistoricalDemandOrder	Solutions		CreatedDate	Solutions	N	Date	Input						Delete record	Y	Y
HistoricalShipment	Solutions		Id	Solutions	Y	String	Input						Delete record	Y	Y
HistoricalShipment	Solutions		Site	Solutions	Y	Reference	Input		Site	Core	HistoricalShipments	Solutions	Delete record	Y	Y
HistoricalShipment	Solutions		CreatedDate	Solutions	N	Date	Input						Delete record	Y	Y
HistoricalSupplyOrder	Solutions		Id	Solutions	Y	String	Input						Delete record	Y	Y
HistoricalSupplyOrder	Solutions		Site	Solutions	Y	Reference	Input		Site	Core	HistoricalSupplyOrders	Solutions	Delete record	Y	Y
HistoricalSupplyOrder	Solutions		Type	Solutions	Y	String	Input						Delete record	Y	Y
HistoricalSupplyOrder	Solutions		CreatedDate	Solutions	N	Date	Input						Delete record	Y	Y
HoldCode	Solutions		Id	Solutions	Y	String	Input						Delete record	Y	Y
HoldCode	Solutions		AllowScheduling	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
HoldCode	Solutions		AllowShip	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
HoldCode	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
IMConfiguration	Solutions		DefaultCustomerServiceLevelTarget	Solutions	N	Quantity	Input						Delete record	Y	Y
IMConfiguration	Solutions		DefaultInventoryQualityRatioTarget	Solutions	N	Quantity	Input						Delete record	Y	Y
IMConfiguration	Solutions		DefaultSurplusTransition	Solutions	N	Integer	Input						Delete record	Y	Y
IMConfiguration	Solutions		HorizonCalendar	Solutions	N	Reference	Input		Calendar	Core	IMHorizonCalendars	Solutions	Delete record	Y	Y
IMConfiguration	Solutions		InventoryQualityRatioCalendar	Solutions	N	Reference	Input		Calendar	Core	IMInventoryQualityRatioCalendars	Solutions	Delete record	Y	Y
IMConfiguration	Solutions		ObsoleteTransition	Solutions	N	Integer	Input						Delete record	Y	Y
IMConfiguration	Solutions		PeriodsOfSupplyTargetCalendar	Solutions	N	Reference	Input		Calendar	Core	IMPeriodsOfSupplyTargetCalendars	Solutions	Delete record	Y	Y
IMConfiguration	Solutions		RunDate	Solutions	N	Reference	Input		Calendar	Core	IMRunDateCalendars	Solutions	Delete record	Y	Y
IMConfiguration	Solutions		SlowMovingTransition	Solutions	N	Integer	Input						Delete record	Y	Y
IMConfiguration	Solutions		UseObsoleteTransition	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
IMConfiguration	Solutions		VisibleFuturePeriods	Solutions	N	Integer	Input						Delete record	Y	Y
IMConfiguration	Solutions		VisibleHistoricalPeriods	Solutions	N	Integer	Input						Delete record	Y	Y
IndependentDemandSolution	Solutions		IndependentDemand	Solutions	Y	Reference	Input		IndependentDemand	Mfg	IndependentDemandSolutions	Solutions	Delete record	Y	Y
IndependentDemandSolution	Solutions		ActualReceiptDate	Solutions	N	Date	Input						Delete record	Y	Y
IndependentDemandSolution	Solutions		ActualShipDate	Solutions	N	Date	Input						Delete record	Y	Y
IndependentDemandSolution	Solutions		AutoCommitHorizonDate	Solutions	N	Date	Input						Delete record	Y	Y
IndependentDemandSolution	Solutions		CustomerChange	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
IndependentDemandSolution	Solutions		DwellTime	Solutions	N	Integer	Input						Delete record	Y	Y
IndependentDemandSolution	Solutions		EarlyShipWindow	Solutions	N	Integer	Input	-1					Delete record	Y	Y
IndependentDemandSolution	Solutions		FrozenHorizonDate	Solutions	N	Date	Input						Delete record	Y	Y
IndependentDemandSolution	Solutions		HoldCode	Solutions	N	Reference	Input		HoldCode	Solutions	IndependentDemandSolutions	Solutions	Retain record, field = Null	Y	Y
IndependentDemandSolution	Solutions		LatestDueDate	Solutions	N	Date	Input						Delete record	Y	Y
IndependentDemandSolution	Solutions		OrderCreation	Solutions	N	DateTime	Input						Delete record	Y	Y
IndependentDemandSolution	Solutions		OrderPromised	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
IndependentDemandSolution	Solutions		OrderPromisedDateTime	Solutions	N	DateTime	Input						Delete record	Y	Y
IndependentDemandSolution	Solutions		Processed	Solutions	N	Enum	Input		Bool	System			Delete record	Y	Y
IndependentDemandSolution_CustomerNotes	Solutions		IndependentDemandSolution	Solutions	N	Reference	Input		IndependentDemandSolution	Solutions	CustomerNotes	Solutions	Delete record	Y	Y
IndependentDemandSolution_CustomerNotes	Solutions		Timestamp	Solutions	N	DateTime	Input						Delete record	Y	Y
IndependentDemandSolution_CustomerNotes	Solutions		UserId	Solutions	N	String	Input						Delete record	Y	Y
IndependentDemandSolution_CustomerNotes	Solutions		Value	Solutions	N	String	Input						Delete record	Y	Y
IndependentDemandSolution_SupplyNotes	Solutions		IndependentDemandSolution	Solutions	N	Reference	Input		IndependentDemandSolution	Solutions	SupplyNotes	Solutions	Delete record	Y	Y
IndependentDemandSolution_SupplyNotes	Solutions		Timestamp	Solutions	N	DateTime	Input						Delete record	Y	Y
IndependentDemandSolution_SupplyNotes	Solutions		UserId	Solutions	N	String	Input						Delete record	Y	Y
IndependentDemandSolution_SupplyNotes	Solutions		Value	Solutions	N	String	Input						Delete record	Y	Y
InventoryCategory	Solutions		Value	Solutions	Y	String	Input						Delete record	Y	Y
InventoryCategory	Solutions		Description	Solutions	N	String	Input						Delete record	Y	Y
IPOConfiguration	Solutions		DefaultMEIONoInventoryRule	Solutions	N	Reference	Input		MultiEchelonSafetyStockRule	Mfg	IPONoInventoryConfigurations	Solutions	Retain record, field = Null	Y	Y
